"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,14,2,17,2021-02-16
"20 - 24",3,1,26,0,30,2021-02-16
"25 - 29",4,2,48,3,57,2021-02-16
"30 - 34",4,2,88,3,97,2021-02-16
"35 - 39",1,3,92,11,107,2021-02-16
"40 - 44",9,8,134,16,167,2021-02-16
"45 - 49",20,26,318,40,404,2021-02-16
"50 - 54",34,41,514,87,676,2021-02-16
"55 - 59",51,76,725,151,1003,2021-02-16
"60 - 64",59,101,856,287,1303,2021-02-16
"65 - 69",63,103,802,447,1415,2021-02-16
"70 - 74",66,101,764,664,1595,2021-02-16
"75 - 79",25,46,414,483,968,2021-02-16
"80 - 84",9,10,98,179,296,2021-02-16
"85 - 89",1,0,15,31,47,2021-02-16
">90",0,0,3,2,5,2021-02-16
