"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,18,3,21,2021-06-01
"20 - 24",3,2,41,0,46,2021-06-01
"25 - 29",6,2,86,6,100,2021-06-01
"30 - 34",3,5,158,5,171,2021-06-01
"35 - 39",12,7,175,14,208,2021-06-01
"40 - 44",16,12,272,25,325,2021-06-01
"45 - 49",25,25,529,61,640,2021-06-01
"50 - 54",41,58,905,132,1136,2021-06-01
"55 - 59",52,75,1259,228,1614,2021-06-01
"60 - 64",52,58,1386,443,1939,2021-06-01
"65 - 69",58,99,1368,679,2204,2021-06-01
"70 - 74",69,78,1220,960,2327,2021-06-01
"75 - 79",23,26,623,670,1342,2021-06-01
"80 - 84",3,0,136,227,366,2021-06-01
"85 - 89",0,0,17,36,53,2021-06-01
">90",0,0,4,2,6,2021-06-01
