"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-08-26
"20 - 24",2,1,9,0,12,2020-08-26
"25 - 29",0,0,18,2,20,2020-08-26
"30 - 34",2,0,33,3,38,2020-08-26
"35 - 39",4,1,36,6,47,2020-08-26
"40 - 44",1,2,55,5,63,2020-08-26
"45 - 49",6,2,141,18,167,2020-08-26
"50 - 54",8,6,223,22,259,2020-08-26
"55 - 59",8,6,298,74,386,2020-08-26
"60 - 64",18,10,336,104,468,2020-08-26
"65 - 69",12,10,316,190,528,2020-08-26
"70 - 74",14,6,317,232,569,2020-08-26
"75 - 79",12,1,146,166,325,2020-08-26
"80 - 84",4,2,20,49,75,2020-08-26
"85 - 89",1,0,4,10,15,2020-08-26
">90",0,0,0,0,0,2020-08-26
