"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-09-11
"20 - 24",1,1,10,0,12,2020-09-11
"25 - 29",0,0,18,2,20,2020-09-11
"30 - 34",0,0,35,2,37,2020-09-11
"35 - 39",3,2,37,6,48,2020-09-11
"40 - 44",1,4,55,5,65,2020-09-11
"45 - 49",1,3,149,18,171,2020-09-11
"50 - 54",11,6,229,23,269,2020-09-11
"55 - 59",5,2,305,75,387,2020-09-11
"60 - 64",8,4,351,108,471,2020-09-11
"65 - 69",10,7,322,191,530,2020-09-11
"70 - 74",6,11,326,234,577,2020-09-11
"75 - 79",3,8,154,168,333,2020-09-11
"80 - 84",4,0,22,50,76,2020-09-11
"85 - 89",0,1,4,11,16,2020-09-11
">90",0,0,0,0,0,2020-09-11
