"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,8,1,10,2020-10-08
"20 - 24",1,0,11,0,12,2020-10-08
"25 - 29",1,0,21,2,24,2020-10-08
"30 - 34",1,2,39,2,44,2020-10-08
"35 - 39",4,3,40,6,53,2020-10-08
"40 - 44",5,8,64,6,83,2020-10-08
"45 - 49",9,8,162,19,198,2020-10-08
"50 - 54",9,19,245,26,299,2020-10-08
"55 - 59",8,28,320,79,435,2020-10-08
"60 - 64",12,38,363,111,524,2020-10-08
"65 - 69",19,47,338,196,600,2020-10-08
"70 - 74",18,51,336,244,649,2020-10-08
"75 - 79",10,33,168,180,391,2020-10-08
"80 - 84",2,7,28,53,90,2020-10-08
"85 - 89",1,1,4,14,20,2020-10-08
">90",0,0,0,0,0,2020-10-08
