"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,18,3,21,2021-05-10
"20 - 24",3,1,37,0,41,2021-05-10
"25 - 29",2,5,78,5,90,2021-05-10
"30 - 34",10,8,139,4,161,2021-05-10
"35 - 39",20,9,155,13,197,2021-05-10
"40 - 44",21,17,240,22,300,2021-05-10
"45 - 49",43,35,470,53,601,2021-05-10
"50 - 54",46,69,817,126,1058,2021-05-10
"55 - 59",88,102,1110,215,1515,2021-05-10
"60 - 64",85,116,1258,414,1873,2021-05-10
"65 - 69",96,167,1235,633,2131,2021-05-10
"70 - 74",98,170,1095,898,2261,2021-05-10
"75 - 79",36,57,581,638,1312,2021-05-10
"80 - 84",6,2,130,220,358,2021-05-10
"85 - 89",1,0,16,35,52,2021-05-10
">90",0,0,4,2,6,2021-05-10
