"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,10,1,13,2020-11-21
"20 - 24",4,0,18,0,22,2020-11-21
"25 - 29",2,0,28,2,32,2020-11-21
"30 - 34",4,4,55,2,65,2020-11-21
"35 - 39",4,2,55,9,70,2020-11-21
"40 - 44",9,5,88,10,112,2020-11-21
"45 - 49",14,11,217,24,266,2020-11-21
"50 - 54",26,44,323,43,436,2020-11-21
"55 - 59",45,75,418,92,630,2020-11-21
"60 - 64",71,91,482,160,804,2020-11-21
"65 - 69",46,106,457,267,876,2020-11-21
"70 - 74",54,126,447,360,987,2020-11-21
"75 - 79",30,77,230,291,628,2020-11-21
"80 - 84",15,18,51,110,194,2020-11-21
"85 - 89",3,3,6,18,30,2020-11-21
">90",0,0,1,3,4,2020-11-21
