"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,2,9,1,13,2020-11-08
"20 - 24",3,3,16,0,22,2020-11-08
"25 - 29",2,1,26,2,31,2020-11-08
"30 - 34",3,4,50,2,59,2020-11-08
"35 - 39",6,4,50,8,68,2020-11-08
"40 - 44",9,10,79,9,107,2020-11-08
"45 - 49",16,18,196,22,252,2020-11-08
"50 - 54",20,55,291,34,400,2020-11-08
"55 - 59",36,65,381,87,569,2020-11-08
"60 - 64",50,110,435,140,735,2020-11-08
"65 - 69",45,104,418,232,799,2020-11-08
"70 - 74",50,136,389,319,894,2020-11-08
"75 - 79",28,78,207,255,568,2020-11-08
"80 - 84",17,28,38,88,171,2020-11-08
"85 - 89",1,1,5,18,25,2020-11-08
">90",0,1,1,1,3,2020-11-08
