"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,9,1,12,2020-12-31
"20 - 24",2,1,20,0,23,2020-12-31
"25 - 29",3,1,38,2,44,2020-12-31
"30 - 34",3,2,72,3,80,2020-12-31
"35 - 39",6,5,70,9,90,2020-12-31
"40 - 44",7,7,110,11,135,2020-12-31
"45 - 49",14,20,251,32,317,2020-12-31
"50 - 54",29,49,405,64,547,2020-12-31
"55 - 59",60,92,535,118,805,2020-12-31
"60 - 64",44,123,625,219,1011,2020-12-31
"65 - 69",61,139,579,343,1122,2020-12-31
"70 - 74",58,171,589,474,1292,2020-12-31
"75 - 79",28,89,302,387,806,2020-12-31
"80 - 84",11,11,73,148,243,2020-12-31
"85 - 89",3,2,8,26,39,2020-12-31
">90",0,0,2,2,4,2020-12-31
