"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,2,12,1,16,2021-02-01
"20 - 24",3,1,24,0,28,2021-02-01
"25 - 29",2,6,43,3,54,2021-02-01
"30 - 34",8,3,80,3,94,2021-02-01
"35 - 39",6,6,82,10,104,2021-02-01
"40 - 44",4,10,126,14,154,2021-02-01
"45 - 49",17,27,300,37,381,2021-02-01
"50 - 54",26,46,478,81,631,2021-02-01
"55 - 59",62,83,661,141,947,2021-02-01
"60 - 64",66,123,777,262,1228,2021-02-01
"65 - 69",71,135,720,420,1346,2021-02-01
"70 - 74",76,138,697,618,1529,2021-02-01
"75 - 79",44,49,381,456,930,2021-02-01
"80 - 84",8,12,93,170,283,2021-02-01
"85 - 89",2,0,13,31,46,2021-02-01
">90",1,0,2,2,5,2021-02-01
