"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,7,1,10,2020-10-05
"20 - 24",1,0,11,0,12,2020-10-05
"25 - 29",1,1,21,2,25,2020-10-05
"30 - 34",0,3,39,2,44,2020-10-05
"35 - 39",4,3,40,6,53,2020-10-05
"40 - 44",7,7,61,5,80,2020-10-05
"45 - 49",10,11,156,18,195,2020-10-05
"50 - 54",10,15,240,25,290,2020-10-05
"55 - 59",8,19,319,78,424,2020-10-05
"60 - 64",10,28,361,111,510,2020-10-05
"65 - 69",16,42,334,195,587,2020-10-05
"70 - 74",15,38,334,243,630,2020-10-05
"75 - 79",13,26,164,177,380,2020-10-05
"80 - 84",2,11,27,52,92,2020-10-05
"85 - 89",1,0,4,13,18,2020-10-05
">90",0,0,0,0,0,2020-10-05
