"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,10,1,13,2020-11-25
"20 - 24",4,0,18,0,22,2020-11-25
"25 - 29",2,0,28,2,32,2020-11-25
"30 - 34",3,4,57,2,66,2020-11-25
"35 - 39",5,2,55,9,71,2020-11-25
"40 - 44",8,6,91,10,115,2020-11-25
"45 - 49",13,13,221,25,272,2020-11-25
"50 - 54",19,42,333,43,437,2020-11-25
"55 - 59",44,76,427,97,644,2020-11-25
"60 - 64",67,98,495,166,826,2020-11-25
"65 - 69",47,96,469,282,894,2020-11-25
"70 - 74",53,131,460,370,1014,2020-11-25
"75 - 79",34,63,236,308,641,2020-11-25
"80 - 84",18,13,52,115,198,2020-11-25
"85 - 89",2,2,6,19,29,2020-11-25
">90",0,0,1,3,4,2020-11-25
