"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,19,3,22,2021-05-18
"20 - 24",3,0,39,0,42,2021-05-18
"25 - 29",5,2,80,6,93,2021-05-18
"30 - 34",11,5,146,5,167,2021-05-18
"35 - 39",18,8,163,14,203,2021-05-18
"40 - 44",24,15,253,23,315,2021-05-18
"45 - 49",37,35,492,54,618,2021-05-18
"50 - 54",45,66,853,129,1093,2021-05-18
"55 - 59",86,96,1164,222,1568,2021-05-18
"60 - 64",81,94,1306,425,1906,2021-05-18
"65 - 69",83,141,1293,652,2169,2021-05-18
"70 - 74",90,139,1152,925,2306,2021-05-18
"75 - 79",37,43,593,651,1324,2021-05-18
"80 - 84",6,3,132,221,362,2021-05-18
"85 - 89",2,0,16,35,53,2021-05-18
">90",0,0,4,2,6,2021-05-18
