"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,17,2,19,2021-03-31
"20 - 24",4,0,32,0,36,2021-03-31
"25 - 29",2,2,64,3,71,2021-03-31
"30 - 34",8,4,105,3,120,2021-03-31
"35 - 39",7,16,119,12,154,2021-03-31
"40 - 44",12,16,180,17,225,2021-03-31
"45 - 49",27,22,385,44,478,2021-03-31
"50 - 54",32,58,652,103,845,2021-03-31
"55 - 59",69,84,903,180,1236,2021-03-31
"60 - 64",73,108,1051,341,1573,2021-03-31
"65 - 69",69,152,988,509,1718,2021-03-31
"70 - 74",63,130,912,758,1863,2021-03-31
"75 - 79",36,78,498,546,1158,2021-03-31
"80 - 84",10,9,117,198,334,2021-03-31
"85 - 89",2,0,15,33,50,2021-03-31
">90",1,0,3,2,6,2021-03-31
