"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,19,3,22,2021-05-13
"20 - 24",2,1,38,0,41,2021-05-13
"25 - 29",4,2,79,5,90,2021-05-13
"30 - 34",8,8,143,4,163,2021-05-13
"35 - 39",20,6,159,13,198,2021-05-13
"40 - 44",18,21,247,22,308,2021-05-13
"45 - 49",32,39,483,53,607,2021-05-13
"50 - 54",43,63,832,126,1064,2021-05-13
"55 - 59",73,100,1146,218,1537,2021-05-13
"60 - 64",82,93,1281,421,1877,2021-05-13
"65 - 69",88,160,1259,642,2149,2021-05-13
"70 - 74",90,168,1124,905,2287,2021-05-13
"75 - 79",35,54,587,644,1320,2021-05-13
"80 - 84",6,1,131,221,359,2021-05-13
"85 - 89",2,0,16,35,53,2021-05-13
">90",0,0,4,2,6,2021-05-13
