"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,0,0,0,2020-10-06
"20 - 24",0,0,0,0,0,2020-10-06
"25 - 29",0,0,0,0,0,2020-10-06
"30 - 34",0,0,0,0,0,2020-10-06
"35 - 39",0,0,0,0,0,2020-10-06
"40 - 44",0,0,0,0,0,2020-10-06
"45 - 49",0,0,0,0,0,2020-10-06
"50 - 54",0,0,0,0,0,2020-10-06
"55 - 59",0,0,0,0,0,2020-10-06
"60 - 64",0,0,0,0,0,2020-10-06
"65 - 69",0,0,0,0,0,2020-10-06
"70 - 74",0,0,0,0,0,2020-10-06
"75 - 79",0,0,0,0,0,2020-10-06
"80 - 84",0,0,0,0,0,2020-10-06
"85 - 89",0,0,0,0,0,2020-10-06
">90",0,0,0,0,0,2020-10-06
