"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,7,1,9,2020-09-22
"20 - 24",1,0,10,0,11,2020-09-22
"25 - 29",1,0,18,2,21,2020-09-22
"30 - 34",0,1,36,2,39,2020-09-22
"35 - 39",2,1,39,6,48,2020-09-22
"40 - 44",2,6,57,5,70,2020-09-22
"45 - 49",4,7,151,18,180,2020-09-22
"50 - 54",6,7,237,23,273,2020-09-22
"55 - 59",7,11,309,76,403,2020-09-22
"60 - 64",5,13,358,108,484,2020-09-22
"65 - 69",7,20,331,190,548,2020-09-22
"70 - 74",4,19,330,236,589,2020-09-22
"75 - 79",6,10,160,172,348,2020-09-22
"80 - 84",3,5,26,49,83,2020-09-22
"85 - 89",0,2,4,12,18,2020-09-22
">90",0,0,0,0,0,2020-09-22
