"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,10,1,11,2020-07-26
"20 - 24",3,1,7,0,11,2020-07-26
"25 - 29",1,0,15,2,18,2020-07-26
"30 - 34",1,0,32,3,36,2020-07-26
"35 - 39",1,2,34,6,43,2020-07-26
"40 - 44",1,2,53,5,61,2020-07-26
"45 - 49",6,0,136,19,161,2020-07-26
"50 - 54",12,2,215,23,252,2020-07-26
"55 - 59",16,3,283,76,378,2020-07-26
"60 - 64",20,4,326,100,450,2020-07-26
"65 - 69",12,3,311,184,510,2020-07-26
"70 - 74",16,6,302,228,552,2020-07-26
"75 - 79",10,6,142,164,322,2020-07-26
"80 - 84",2,0,19,45,66,2020-07-26
"85 - 89",1,0,4,10,15,2020-07-26
">90",0,0,0,0,0,2020-07-26
