"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,10,1,11,2020-06-25
"20 - 24",2,2,7,0,11,2020-06-25
"25 - 29",2,0,13,2,17,2020-06-25
"30 - 34",1,0,31,3,35,2020-06-25
"35 - 39",1,1,34,6,42,2020-06-25
"40 - 44",0,4,50,5,59,2020-06-25
"45 - 49",8,1,131,20,160,2020-06-25
"50 - 54",20,2,209,24,255,2020-06-25
"55 - 59",23,10,267,76,376,2020-06-25
"60 - 64",25,6,318,100,449,2020-06-25
"65 - 69",19,15,293,182,509,2020-06-25
"70 - 74",27,13,288,226,554,2020-06-25
"75 - 79",18,9,131,165,323,2020-06-25
"80 - 84",2,0,18,43,63,2020-06-25
"85 - 89",1,0,4,9,14,2020-06-25
">90",0,0,0,0,0,2020-06-25
