"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,16,2,19,2021-03-22
"20 - 24",2,0,32,0,34,2021-03-22
"25 - 29",1,1,61,3,66,2021-03-22
"30 - 34",6,8,99,3,116,2021-03-22
"35 - 39",4,13,112,12,141,2021-03-22
"40 - 44",5,19,171,17,212,2021-03-22
"45 - 49",23,23,367,44,457,2021-03-22
"50 - 54",38,53,616,98,805,2021-03-22
"55 - 59",63,92,865,172,1192,2021-03-22
"60 - 64",83,111,1001,327,1522,2021-03-22
"65 - 69",73,122,940,494,1629,2021-03-22
"70 - 74",58,113,882,734,1787,2021-03-22
"75 - 79",32,64,478,534,1108,2021-03-22
"80 - 84",8,9,112,197,326,2021-03-22
"85 - 89",1,0,15,32,48,2021-03-22
">90",0,0,3,2,5,2021-03-22
