"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,18,3,21,2021-06-06
"20 - 24",2,2,42,0,46,2021-06-06
"25 - 29",4,2,87,6,99,2021-06-06
"30 - 34",2,4,159,5,170,2021-06-06
"35 - 39",9,6,180,14,209,2021-06-06
"40 - 44",17,5,277,25,324,2021-06-06
"45 - 49",24,21,537,61,643,2021-06-06
"50 - 54",42,43,918,134,1137,2021-06-06
"55 - 59",55,60,1273,231,1619,2021-06-06
"60 - 64",48,45,1403,445,1941,2021-06-06
"65 - 69",57,83,1381,693,2214,2021-06-06
"70 - 74",65,62,1236,966,2329,2021-06-06
"75 - 79",18,21,628,673,1340,2021-06-06
"80 - 84",3,0,136,228,367,2021-06-06
"85 - 89",0,0,17,36,53,2021-06-06
">90",0,0,4,2,6,2021-06-06
