"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,9,1,10,2020-06-04
"20 - 24",2,2,7,0,11,2020-06-04
"25 - 29",3,1,10,2,16,2020-06-04
"30 - 34",9,0,22,2,33,2020-06-04
"35 - 39",9,1,25,6,41,2020-06-04
"40 - 44",8,1,44,3,56,2020-06-04
"45 - 49",25,4,111,20,160,2020-06-04
"50 - 54",45,14,169,23,251,2020-06-04
"55 - 59",53,17,226,75,371,2020-06-04
"60 - 64",78,18,256,99,451,2020-06-04
"65 - 69",57,30,243,174,504,2020-06-04
"70 - 74",65,34,235,218,552,2020-06-04
"75 - 79",34,17,106,162,319,2020-06-04
"80 - 84",3,2,18,42,65,2020-06-04
"85 - 89",2,0,3,8,13,2020-06-04
">90",0,0,1,0,1,2020-06-04
