"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,9,1,10,2020-06-03
"20 - 24",2,1,7,0,10,2020-06-03
"25 - 29",4,1,9,2,16,2020-06-03
"30 - 34",8,0,22,2,32,2020-06-03
"35 - 39",9,2,25,6,42,2020-06-03
"40 - 44",8,1,44,3,56,2020-06-03
"45 - 49",27,4,108,20,159,2020-06-03
"50 - 54",44,16,169,23,252,2020-06-03
"55 - 59",57,17,221,75,370,2020-06-03
"60 - 64",80,19,254,98,451,2020-06-03
"65 - 69",58,28,241,173,500,2020-06-03
"70 - 74",64,35,235,217,551,2020-06-03
"75 - 79",33,18,106,161,318,2020-06-03
"80 - 84",4,2,17,41,64,2020-06-03
"85 - 89",2,0,3,8,13,2020-06-03
">90",0,0,1,0,1,2020-06-03
