"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",5,0,1,1,7,2020-05-08
"20 - 24",3,2,5,0,10,2020-05-08
"25 - 29",4,2,7,2,15,2020-05-08
"30 - 34",8,6,16,1,31,2020-05-08
"35 - 39",16,2,16,3,37,2020-05-08
"40 - 44",22,10,25,3,60,2020-05-08
"45 - 49",32,27,74,18,151,2020-05-08
"50 - 54",72,48,100,19,239,2020-05-08
"55 - 59",102,66,124,65,357,2020-05-08
"60 - 64",129,104,131,84,448,2020-05-08
"65 - 69",103,107,135,152,497,2020-05-08
"70 - 74",102,109,136,200,547,2020-05-08
"75 - 79",56,42,61,153,312,2020-05-08
"80 - 84",12,5,6,38,61,2020-05-08
"85 - 89",3,0,1,7,11,2020-05-08
">90",1,0,1,0,2,2020-05-08
