"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,9,1,13,2021-01-10
"20 - 24",3,0,22,0,25,2021-01-10
"25 - 29",2,1,40,2,45,2021-01-10
"30 - 34",2,5,74,3,84,2021-01-10
"35 - 39",8,5,74,9,96,2021-01-10
"40 - 44",7,6,116,12,141,2021-01-10
"45 - 49",24,28,259,34,345,2021-01-10
"50 - 54",29,52,426,70,577,2021-01-10
"55 - 59",54,80,584,127,845,2021-01-10
"60 - 64",57,117,663,239,1076,2021-01-10
"65 - 69",67,147,620,365,1199,2021-01-10
"70 - 74",61,170,625,525,1381,2021-01-10
"75 - 79",47,78,320,413,858,2021-01-10
"80 - 84",9,10,82,157,258,2021-01-10
"85 - 89",1,2,11,29,43,2021-01-10
">90",0,0,2,2,4,2021-01-10
