"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,10,1,13,2020-12-02
"20 - 24",2,0,20,0,22,2020-12-02
"25 - 29",3,2,28,2,35,2020-12-02
"30 - 34",4,3,59,3,69,2020-12-02
"35 - 39",7,6,57,9,79,2020-12-02
"40 - 44",7,5,94,10,116,2020-12-02
"45 - 49",8,8,229,28,273,2020-12-02
"50 - 54",23,42,342,46,453,2020-12-02
"55 - 59",54,71,443,102,670,2020-12-02
"60 - 64",62,90,525,176,853,2020-12-02
"65 - 69",50,90,491,294,925,2020-12-02
"70 - 74",57,112,487,391,1047,2020-12-02
"75 - 79",35,57,246,324,662,2020-12-02
"80 - 84",16,11,57,122,206,2020-12-02
"85 - 89",2,2,6,21,31,2020-12-02
">90",0,0,1,3,4,2020-12-02
