"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,19,3,24,2021-06-24
"20 - 24",3,0,45,0,48,2021-06-24
"25 - 29",1,0,93,6,100,2021-06-24
"30 - 34",3,3,161,6,173,2021-06-24
"35 - 39",7,2,187,14,210,2021-06-24
"40 - 44",8,6,292,25,331,2021-06-24
"45 - 49",14,10,563,63,650,2021-06-24
"50 - 54",28,22,967,137,1154,2021-06-24
"55 - 59",31,31,1337,244,1643,2021-06-24
"60 - 64",24,27,1453,448,1952,2021-06-24
"65 - 69",37,31,1441,710,2219,2021-06-24
"70 - 74",33,24,1290,984,2331,2021-06-24
"75 - 79",7,9,646,681,1343,2021-06-24
"80 - 84",2,1,137,228,368,2021-06-24
"85 - 89",0,0,17,37,54,2021-06-24
">90",0,0,4,2,6,2021-06-24
