"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,13,2,16,2021-02-06
"20 - 24",2,1,25,0,28,2021-02-06
"25 - 29",4,5,44,3,56,2021-02-06
"30 - 34",6,2,82,3,93,2021-02-06
"35 - 39",6,2,86,10,104,2021-02-06
"40 - 44",6,11,127,14,158,2021-02-06
"45 - 49",18,25,307,37,387,2021-02-06
"50 - 54",37,37,489,82,645,2021-02-06
"55 - 59",54,81,688,144,967,2021-02-06
"60 - 64",72,98,811,269,1250,2021-02-06
"65 - 69",66,116,752,434,1368,2021-02-06
"70 - 74",77,118,721,634,1550,2021-02-06
"75 - 79",30,43,399,471,943,2021-02-06
"80 - 84",9,11,96,172,288,2021-02-06
"85 - 89",2,0,14,31,47,2021-02-06
">90",0,0,3,2,5,2021-02-06
