"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,9,1,12,2020-12-24
"20 - 24",2,1,20,0,23,2020-12-24
"25 - 29",7,0,34,2,43,2020-12-24
"30 - 34",4,2,69,3,78,2020-12-24
"35 - 39",5,4,69,9,87,2020-12-24
"40 - 44",6,8,106,11,131,2020-12-24
"45 - 49",12,20,244,31,307,2020-12-24
"50 - 54",26,47,388,56,517,2020-12-24
"55 - 59",51,81,514,114,760,2020-12-24
"60 - 64",37,100,607,208,952,2020-12-24
"65 - 69",47,130,557,330,1064,2020-12-24
"70 - 74",63,143,561,455,1222,2020-12-24
"75 - 79",25,80,288,369,762,2020-12-24
"80 - 84",10,13,72,141,236,2020-12-24
"85 - 89",1,0,8,26,35,2020-12-24
">90",0,0,2,2,4,2020-12-24
