"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-09-04
"20 - 24",1,1,10,0,12,2020-09-04
"25 - 29",0,0,18,2,20,2020-09-04
"30 - 34",1,0,34,2,37,2020-09-04
"35 - 39",3,2,35,6,46,2020-09-04
"40 - 44",1,2,55,5,63,2020-09-04
"45 - 49",3,2,146,18,169,2020-09-04
"50 - 54",9,6,228,23,266,2020-09-04
"55 - 59",3,4,305,74,386,2020-09-04
"60 - 64",11,6,346,106,469,2020-09-04
"65 - 69",7,9,322,191,529,2020-09-04
"70 - 74",10,5,323,232,570,2020-09-04
"75 - 79",6,7,151,166,330,2020-09-04
"80 - 84",5,1,21,49,76,2020-09-04
"85 - 89",0,1,4,11,16,2020-09-04
">90",0,0,0,0,0,2020-09-04
