"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,19,3,22,2021-05-12
"20 - 24",2,1,38,0,41,2021-05-12
"25 - 29",4,3,79,5,91,2021-05-12
"30 - 34",8,10,141,4,163,2021-05-12
"35 - 39",22,7,157,13,199,2021-05-12
"40 - 44",18,18,246,22,304,2021-05-12
"45 - 49",37,38,478,53,606,2021-05-12
"50 - 54",46,63,828,126,1063,2021-05-12
"55 - 59",79,100,1137,217,1533,2021-05-12
"60 - 64",86,96,1275,420,1877,2021-05-12
"65 - 69",85,163,1255,641,2144,2021-05-12
"70 - 74",91,168,1119,904,2282,2021-05-12
"75 - 79",36,55,584,642,1317,2021-05-12
"80 - 84",6,3,130,221,360,2021-05-12
"85 - 89",1,1,16,35,53,2021-05-12
">90",0,0,4,2,6,2021-05-12
