"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,9,1,12,2020-12-22
"20 - 24",2,1,20,0,23,2020-12-22
"25 - 29",7,1,33,2,43,2020-12-22
"30 - 34",5,3,68,3,79,2020-12-22
"35 - 39",7,4,65,9,85,2020-12-22
"40 - 44",7,7,104,11,129,2020-12-22
"45 - 49",13,14,243,31,301,2020-12-22
"50 - 54",27,42,385,55,509,2020-12-22
"55 - 59",47,70,508,113,738,2020-12-22
"60 - 64",36,98,599,207,940,2020-12-22
"65 - 69",43,131,548,325,1047,2020-12-22
"70 - 74",61,140,554,452,1207,2020-12-22
"75 - 79",26,77,283,363,749,2020-12-22
"80 - 84",13,13,68,141,235,2020-12-22
"85 - 89",1,0,8,26,35,2020-12-22
">90",0,0,2,2,4,2020-12-22
