"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,3,1,1,8,2020-04-30
"20 - 24",4,2,3,0,9,2020-04-30
"25 - 29",6,2,6,2,16,2020-04-30
"30 - 34",8,7,14,1,30,2020-04-30
"35 - 39",11,7,15,3,36,2020-04-30
"40 - 44",19,11,22,3,55,2020-04-30
"45 - 49",45,32,52,16,145,2020-04-30
"50 - 54",70,65,75,17,227,2020-04-30
"55 - 59",95,105,88,62,350,2020-04-30
"60 - 64",121,137,86,80,424,2020-04-30
"65 - 69",96,132,107,146,481,2020-04-30
"70 - 74",101,153,93,182,529,2020-04-30
"75 - 79",57,58,46,145,306,2020-04-30
"80 - 84",12,6,6,38,62,2020-04-30
"85 - 89",2,0,1,7,10,2020-04-30
">90",1,0,1,0,2,2020-04-30
