"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,9,1,10,2020-06-22
"20 - 24",2,2,7,0,11,2020-06-22
"25 - 29",4,0,11,2,17,2020-06-22
"30 - 34",8,0,24,3,35,2020-06-22
"35 - 39",4,1,30,6,41,2020-06-22
"40 - 44",3,6,47,4,60,2020-06-22
"45 - 49",17,1,123,20,161,2020-06-22
"50 - 54",43,3,186,23,255,2020-06-22
"55 - 59",49,12,241,75,377,2020-06-22
"60 - 64",60,6,282,100,448,2020-06-22
"65 - 69",38,19,273,180,510,2020-06-22
"70 - 74",53,15,261,224,553,2020-06-22
"75 - 79",30,15,115,163,323,2020-06-22
"80 - 84",3,0,17,43,63,2020-06-22
"85 - 89",2,0,4,9,15,2020-06-22
">90",0,0,0,0,0,2020-06-22
