"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,10,1,13,2020-11-27
"20 - 24",4,0,18,0,22,2020-11-27
"25 - 29",2,1,28,2,33,2020-11-27
"30 - 34",3,5,58,2,68,2020-11-27
"35 - 39",5,2,56,9,72,2020-11-27
"40 - 44",7,7,92,10,116,2020-11-27
"45 - 49",10,12,225,26,273,2020-11-27
"50 - 54",18,41,338,44,441,2020-11-27
"55 - 59",46,78,433,99,656,2020-11-27
"60 - 64",58,96,509,168,831,2020-11-27
"65 - 69",47,96,478,287,908,2020-11-27
"70 - 74",51,126,473,380,1030,2020-11-27
"75 - 79",34,60,237,315,646,2020-11-27
"80 - 84",19,11,53,116,199,2020-11-27
"85 - 89",2,3,6,19,30,2020-11-27
">90",0,0,1,3,4,2020-11-27
