"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,2,9,1,13,2021-01-04
"20 - 24",3,1,20,0,24,2021-01-04
"25 - 29",2,2,39,2,45,2021-01-04
"30 - 34",3,1,73,3,80,2021-01-04
"35 - 39",9,4,71,9,93,2021-01-04
"40 - 44",9,8,111,12,140,2021-01-04
"45 - 49",16,27,253,34,330,2021-01-04
"50 - 54",37,46,409,67,559,2021-01-04
"55 - 59",67,93,546,121,827,2021-01-04
"60 - 64",59,128,630,226,1043,2021-01-04
"65 - 69",69,138,588,352,1147,2021-01-04
"70 - 74",70,174,596,495,1335,2021-01-04
"75 - 79",36,95,305,397,833,2021-01-04
"80 - 84",11,13,75,150,249,2021-01-04
"85 - 89",2,2,9,28,41,2021-01-04
">90",0,0,2,2,4,2021-01-04
