"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,20,3,24,2021-07-12
"20 - 24",3,0,46,0,49,2021-07-12
"25 - 29",0,1,94,6,101,2021-07-12
"30 - 34",0,2,166,6,174,2021-07-12
"35 - 39",0,1,196,14,211,2021-07-12
"40 - 44",3,3,299,27,332,2021-07-12
"45 - 49",8,8,577,65,658,2021-07-12
"50 - 54",12,14,993,141,1160,2021-07-12
"55 - 59",16,10,1369,250,1645,2021-07-12
"60 - 64",9,12,1479,452,1952,2021-07-12
"65 - 69",11,17,1479,717,2224,2021-07-12
"70 - 74",14,16,1314,991,2335,2021-07-12
"75 - 79",9,2,652,684,1347,2021-07-12
"80 - 84",0,1,139,228,368,2021-07-12
"85 - 89",0,0,17,37,54,2021-07-12
">90",0,0,4,2,6,2021-07-12
