"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,16,2,19,2021-03-21
"20 - 24",2,0,32,0,34,2021-03-21
"25 - 29",1,0,61,3,65,2021-03-21
"30 - 34",5,8,99,3,115,2021-03-21
"35 - 39",4,11,112,12,139,2021-03-21
"40 - 44",4,16,171,17,208,2021-03-21
"45 - 49",22,23,367,44,456,2021-03-21
"50 - 54",32,51,617,97,797,2021-03-21
"55 - 59",55,87,865,172,1179,2021-03-21
"60 - 64",85,108,997,326,1516,2021-03-21
"65 - 69",72,118,935,493,1618,2021-03-21
"70 - 74",56,113,881,733,1783,2021-03-21
"75 - 79",33,63,479,530,1105,2021-03-21
"80 - 84",9,9,110,196,324,2021-03-21
"85 - 89",1,0,15,32,48,2021-03-21
">90",0,0,3,2,5,2021-03-21
