"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,9,1,12,2021-01-02
"20 - 24",2,1,20,0,23,2021-01-02
"25 - 29",2,1,39,2,44,2021-01-02
"30 - 34",3,2,73,3,81,2021-01-02
"35 - 39",8,3,71,9,91,2021-01-02
"40 - 44",7,7,111,12,137,2021-01-02
"45 - 49",14,25,252,33,324,2021-01-02
"50 - 54",32,46,406,65,549,2021-01-02
"55 - 59",61,87,542,119,809,2021-01-02
"60 - 64",49,122,629,220,1020,2021-01-02
"65 - 69",67,133,583,346,1129,2021-01-02
"70 - 74",67,173,591,483,1314,2021-01-02
"75 - 79",29,93,304,393,819,2021-01-02
"80 - 84",11,11,74,149,245,2021-01-02
"85 - 89",2,2,8,27,39,2021-01-02
">90",0,0,2,2,4,2021-01-02
