"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",4,4,1,1,10,2020-04-28
"20 - 24",6,3,3,0,12,2020-04-28
"25 - 29",6,1,6,2,15,2020-04-28
"30 - 34",5,9,14,1,29,2020-04-28
"35 - 39",14,10,14,3,41,2020-04-28
"40 - 44",17,13,22,3,55,2020-04-28
"45 - 49",56,34,49,15,154,2020-04-28
"50 - 54",85,72,68,17,242,2020-04-28
"55 - 59",108,108,78,60,354,2020-04-28
"60 - 64",147,150,75,78,450,2020-04-28
"65 - 69",112,136,101,144,493,2020-04-28
"70 - 74",111,165,88,181,545,2020-04-28
"75 - 79",68,67,45,144,324,2020-04-28
"80 - 84",9,10,6,37,62,2020-04-28
"85 - 89",2,1,1,7,11,2020-04-28
">90",1,0,0,0,1,2020-04-28
