"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,9,1,10,2020-06-08
"20 - 24",2,2,7,0,11,2020-06-08
"25 - 29",4,1,10,2,17,2020-06-08
"30 - 34",8,0,23,3,34,2020-06-08
"35 - 39",9,1,25,6,41,2020-06-08
"40 - 44",7,3,43,3,56,2020-06-08
"45 - 49",21,6,115,20,162,2020-06-08
"50 - 54",47,12,171,23,253,2020-06-08
"55 - 59",51,16,229,75,371,2020-06-08
"60 - 64",76,19,259,98,452,2020-06-08
"65 - 69",56,24,249,174,503,2020-06-08
"70 - 74",61,34,240,221,556,2020-06-08
"75 - 79",37,14,107,161,319,2020-06-08
"80 - 84",4,2,16,42,64,2020-06-08
"85 - 89",2,0,4,8,14,2020-06-08
">90",0,0,1,0,1,2020-06-08
