"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,14,2,17,2021-02-18
"20 - 24",2,1,27,0,30,2021-02-18
"25 - 29",2,4,50,3,59,2021-02-18
"30 - 34",2,2,90,3,97,2021-02-18
"35 - 39",1,3,92,11,107,2021-02-18
"40 - 44",8,6,137,16,167,2021-02-18
"45 - 49",22,26,320,40,408,2021-02-18
"50 - 54",36,37,521,88,682,2021-02-18
"55 - 59",58,70,730,153,1011,2021-02-18
"60 - 64",62,113,862,289,1326,2021-02-18
"65 - 69",60,103,814,450,1427,2021-02-18
"70 - 74",63,104,774,667,1608,2021-02-18
"75 - 79",26,45,416,483,970,2021-02-18
"80 - 84",9,8,99,180,296,2021-02-18
"85 - 89",1,0,15,31,47,2021-02-18
">90",0,0,3,2,5,2021-02-18
