"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,10,1,12,2020-11-13
"20 - 24",1,2,18,0,21,2020-11-13
"25 - 29",1,1,28,2,32,2020-11-13
"30 - 34",3,4,53,2,62,2020-11-13
"35 - 39",6,3,52,8,69,2020-11-13
"40 - 44",3,11,86,10,110,2020-11-13
"45 - 49",12,10,207,24,253,2020-11-13
"50 - 54",30,54,297,37,418,2020-11-13
"55 - 59",39,81,394,87,601,2020-11-13
"60 - 64",50,112,458,147,767,2020-11-13
"65 - 69",46,109,433,245,833,2020-11-13
"70 - 74",53,141,409,339,942,2020-11-13
"75 - 79",26,80,219,264,589,2020-11-13
"80 - 84",13,24,44,99,180,2020-11-13
"85 - 89",2,1,5,18,26,2020-11-13
">90",0,0,1,2,3,2020-11-13
