"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,15,2,18,2021-03-13
"20 - 24",4,0,30,0,34,2021-03-13
"25 - 29",3,1,57,3,64,2021-03-13
"30 - 34",5,5,93,3,106,2021-03-13
"35 - 39",7,11,104,11,133,2021-03-13
"40 - 44",11,9,160,17,197,2021-03-13
"45 - 49",22,20,355,43,440,2021-03-13
"50 - 54",37,46,587,94,764,2021-03-13
"55 - 59",66,79,822,166,1133,2021-03-13
"60 - 64",72,113,963,312,1460,2021-03-13
"65 - 69",66,116,902,480,1564,2021-03-13
"70 - 74",58,107,855,712,1732,2021-03-13
"75 - 79",32,55,465,517,1069,2021-03-13
"80 - 84",9,10,107,193,319,2021-03-13
"85 - 89",1,1,15,31,48,2021-03-13
">90",0,0,3,2,5,2021-03-13
