"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",4,4,1,1,10,2020-04-27
"20 - 24",4,5,3,0,12,2020-04-27
"25 - 29",7,1,5,2,15,2020-04-27
"30 - 34",5,9,14,1,29,2020-04-27
"35 - 39",12,12,14,3,41,2020-04-27
"40 - 44",16,14,22,3,55,2020-04-27
"45 - 49",56,33,49,15,153,2020-04-27
"50 - 54",85,77,65,17,244,2020-04-27
"55 - 59",107,109,75,59,350,2020-04-27
"60 - 64",144,153,73,77,447,2020-04-27
"65 - 69",113,145,95,138,491,2020-04-27
"70 - 74",113,169,86,175,543,2020-04-27
"75 - 79",67,65,44,144,320,2020-04-27
"80 - 84",9,11,5,36,61,2020-04-27
"85 - 89",2,1,1,7,11,2020-04-27
">90",1,0,0,0,1,2020-04-27
