"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,18,3,21,2021-05-07
"20 - 24",2,2,37,0,41,2021-05-07
"25 - 29",2,4,77,5,88,2021-05-07
"30 - 34",10,9,135,4,158,2021-05-07
"35 - 39",18,11,154,13,196,2021-05-07
"40 - 44",18,18,237,22,295,2021-05-07
"45 - 49",40,43,461,52,596,2021-05-07
"50 - 54",50,71,805,122,1048,2021-05-07
"55 - 59",83,110,1096,213,1502,2021-05-07
"60 - 64",83,118,1244,411,1856,2021-05-07
"65 - 69",99,171,1215,623,2108,2021-05-07
"70 - 74",91,170,1086,885,2232,2021-05-07
"75 - 79",35,60,576,630,1301,2021-05-07
"80 - 84",6,2,130,220,358,2021-05-07
"85 - 89",1,0,16,35,52,2021-05-07
">90",0,0,4,2,6,2021-05-07
