"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,19,3,23,2021-06-28
"20 - 24",3,1,45,0,49,2021-06-28
"25 - 29",1,0,93,6,100,2021-06-28
"30 - 34",3,2,162,6,173,2021-06-28
"35 - 39",6,3,188,14,211,2021-06-28
"40 - 44",7,5,293,26,331,2021-06-28
"45 - 49",12,10,566,64,652,2021-06-28
"50 - 54",28,14,973,140,1155,2021-06-28
"55 - 59",25,29,1344,245,1643,2021-06-28
"60 - 64",19,25,1459,449,1952,2021-06-28
"65 - 69",31,31,1449,713,2224,2021-06-28
"70 - 74",30,23,1293,985,2331,2021-06-28
"75 - 79",8,8,646,682,1344,2021-06-28
"80 - 84",1,1,138,228,368,2021-06-28
"85 - 89",0,0,17,37,54,2021-06-28
">90",0,0,4,2,6,2021-06-28
