"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,2,9,1,14,2021-01-11
"20 - 24",2,0,23,0,25,2021-01-11
"25 - 29",1,2,41,2,46,2021-01-11
"30 - 34",3,5,74,3,85,2021-01-11
"35 - 39",8,4,75,9,96,2021-01-11
"40 - 44",7,7,116,12,142,2021-01-11
"45 - 49",22,28,262,34,346,2021-01-11
"50 - 54",33,49,427,71,580,2021-01-11
"55 - 59",53,81,588,127,849,2021-01-11
"60 - 64",61,114,667,239,1081,2021-01-11
"65 - 69",67,150,623,367,1207,2021-01-11
"70 - 74",63,169,627,533,1392,2021-01-11
"75 - 79",49,75,321,413,858,2021-01-11
"80 - 84",11,8,82,158,259,2021-01-11
"85 - 89",1,1,11,29,42,2021-01-11
">90",0,0,2,2,4,2021-01-11
