"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,7,1,9,2020-09-24
"20 - 24",1,1,10,0,12,2020-09-24
"25 - 29",1,1,18,2,22,2020-09-24
"30 - 34",0,1,36,2,39,2020-09-24
"35 - 39",2,3,39,6,50,2020-09-24
"40 - 44",2,5,58,5,70,2020-09-24
"45 - 49",4,7,151,18,180,2020-09-24
"50 - 54",4,9,239,23,275,2020-09-24
"55 - 59",5,10,311,76,402,2020-09-24
"60 - 64",4,17,359,109,489,2020-09-24
"65 - 69",8,27,331,190,556,2020-09-24
"70 - 74",3,22,332,237,594,2020-09-24
"75 - 79",6,13,162,171,352,2020-09-24
"80 - 84",3,3,25,49,80,2020-09-24
"85 - 89",0,1,4,13,18,2020-09-24
">90",0,0,0,0,0,2020-09-24
