"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,17,2,21,2021-04-20
"20 - 24",2,2,35,0,39,2021-04-20
"25 - 29",4,1,70,4,79,2021-04-20
"30 - 34",12,12,118,4,146,2021-04-20
"35 - 39",17,16,135,13,181,2021-04-20
"40 - 44",18,14,209,21,262,2021-04-20
"45 - 49",27,38,426,50,541,2021-04-20
"50 - 54",58,80,717,111,966,2021-04-20
"55 - 59",91,103,989,199,1382,2021-04-20
"60 - 64",86,122,1142,380,1730,2021-04-20
"65 - 69",96,185,1085,565,1931,2021-04-20
"70 - 74",89,169,985,818,2061,2021-04-20
"75 - 79",42,74,537,589,1242,2021-04-20
"80 - 84",9,7,123,213,352,2021-04-20
"85 - 89",3,0,15,33,51,2021-04-20
">90",0,0,4,2,6,2021-04-20
