"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,8,1,10,2020-10-21
"20 - 24",2,2,11,0,15,2020-10-21
"25 - 29",1,2,22,2,27,2020-10-21
"30 - 34",3,2,43,2,50,2020-10-21
"35 - 39",5,5,43,7,60,2020-10-21
"40 - 44",5,10,69,8,92,2020-10-21
"45 - 49",13,21,169,20,223,2020-10-21
"50 - 54",16,39,258,30,343,2020-10-21
"55 - 59",19,38,336,81,474,2020-10-21
"60 - 64",22,72,381,118,593,2020-10-21
"65 - 69",38,87,358,204,687,2020-10-21
"70 - 74",22,96,353,266,737,2020-10-21
"75 - 79",19,71,179,201,470,2020-10-21
"80 - 84",11,25,31,62,129,2020-10-21
"85 - 89",1,1,5,18,25,2020-10-21
">90",0,0,0,0,0,2020-10-21
