"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,2,7,1,11,2020-09-30
"20 - 24",1,0,11,0,12,2020-09-30
"25 - 29",3,0,19,2,24,2020-09-30
"30 - 34",2,1,36,2,41,2020-09-30
"35 - 39",3,5,39,6,53,2020-09-30
"40 - 44",5,5,61,5,76,2020-09-30
"45 - 49",6,10,153,18,187,2020-09-30
"50 - 54",8,11,239,24,282,2020-09-30
"55 - 59",9,15,314,76,414,2020-09-30
"60 - 64",7,17,360,109,493,2020-09-30
"65 - 69",12,36,333,192,573,2020-09-30
"70 - 74",7,36,333,240,616,2020-09-30
"75 - 79",9,20,163,176,368,2020-09-30
"80 - 84",3,7,26,50,86,2020-09-30
"85 - 89",1,1,4,13,19,2020-09-30
">90",0,0,0,0,0,2020-09-30
