"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-09-21
"20 - 24",1,0,10,0,11,2020-09-21
"25 - 29",1,0,18,2,21,2020-09-21
"30 - 34",0,0,36,2,38,2020-09-21
"35 - 39",2,0,40,6,48,2020-09-21
"40 - 44",2,4,57,5,68,2020-09-21
"45 - 49",1,8,151,18,178,2020-09-21
"50 - 54",6,7,237,23,273,2020-09-21
"55 - 59",8,6,308,76,398,2020-09-21
"60 - 64",5,11,358,109,483,2020-09-21
"65 - 69",8,16,330,191,545,2020-09-21
"70 - 74",4,19,331,235,589,2020-09-21
"75 - 79",7,9,160,170,346,2020-09-21
"80 - 84",3,4,26,49,82,2020-09-21
"85 - 89",0,2,4,12,18,2020-09-21
">90",0,0,0,0,0,2020-09-21
