"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,17,2,19,2021-04-05
"20 - 24",2,0,34,0,36,2021-04-05
"25 - 29",0,6,65,3,74,2021-04-05
"30 - 34",11,5,108,3,127,2021-04-05
"35 - 39",9,14,122,12,157,2021-04-05
"40 - 44",15,19,189,17,240,2021-04-05
"45 - 49",22,30,397,44,493,2021-04-05
"50 - 54",34,69,664,105,872,2021-04-05
"55 - 59",71,89,925,185,1270,2021-04-05
"60 - 64",60,118,1085,346,1609,2021-04-05
"65 - 69",80,157,1008,521,1766,2021-04-05
"70 - 74",62,146,931,769,1908,2021-04-05
"75 - 79",36,81,505,553,1175,2021-04-05
"80 - 84",11,8,118,201,338,2021-04-05
"85 - 89",2,0,15,33,50,2021-04-05
">90",1,0,3,2,6,2021-04-05
