"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-09-20
"20 - 24",1,0,10,0,11,2020-09-20
"25 - 29",1,0,18,2,21,2020-09-20
"30 - 34",0,0,36,2,38,2020-09-20
"35 - 39",2,0,40,6,48,2020-09-20
"40 - 44",2,4,57,5,68,2020-09-20
"45 - 49",1,6,151,18,176,2020-09-20
"50 - 54",9,6,235,23,273,2020-09-20
"55 - 59",6,6,308,76,396,2020-09-20
"60 - 64",5,10,358,108,481,2020-09-20
"65 - 69",8,10,330,191,539,2020-09-20
"70 - 74",4,17,331,235,587,2020-09-20
"75 - 79",8,7,159,170,344,2020-09-20
"80 - 84",2,2,26,49,79,2020-09-20
"85 - 89",0,2,4,12,18,2020-09-20
">90",0,0,0,0,0,2020-09-20
