"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,10,1,11,2020-06-30
"20 - 24",3,1,7,0,11,2020-06-30
"25 - 29",1,1,14,2,18,2020-06-30
"30 - 34",0,0,32,3,35,2020-06-30
"35 - 39",1,1,34,6,42,2020-06-30
"40 - 44",0,3,51,5,59,2020-06-30
"45 - 49",8,0,132,20,160,2020-06-30
"50 - 54",17,4,210,24,255,2020-06-30
"55 - 59",20,7,272,76,375,2020-06-30
"60 - 64",23,5,321,100,449,2020-06-30
"65 - 69",22,9,298,183,512,2020-06-30
"70 - 74",27,10,291,228,556,2020-06-30
"75 - 79",17,8,132,164,321,2020-06-30
"80 - 84",2,0,18,43,63,2020-06-30
"85 - 89",1,0,4,9,14,2020-06-30
">90",0,0,0,0,0,2020-06-30
