"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-09-17
"20 - 24",1,0,10,0,11,2020-09-17
"25 - 29",1,0,18,2,21,2020-09-17
"30 - 34",0,0,36,2,38,2020-09-17
"35 - 39",2,0,40,6,48,2020-09-17
"40 - 44",1,6,57,5,69,2020-09-17
"45 - 49",2,4,151,18,175,2020-09-17
"50 - 54",10,6,234,23,273,2020-09-17
"55 - 59",6,7,308,76,397,2020-09-17
"60 - 64",6,8,362,108,484,2020-09-17
"65 - 69",9,8,330,192,539,2020-09-17
"70 - 74",7,14,333,236,590,2020-09-17
"75 - 79",7,10,162,171,350,2020-09-17
"80 - 84",2,0,30,49,81,2020-09-17
"85 - 89",0,2,5,12,19,2020-09-17
">90",0,0,0,0,0,2020-09-17
