"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,20,3,24,2021-07-13
"20 - 24",3,1,46,0,50,2021-07-13
"25 - 29",0,2,94,6,102,2021-07-13
"30 - 34",0,2,167,6,175,2021-07-13
"35 - 39",0,2,196,14,212,2021-07-13
"40 - 44",3,3,299,27,332,2021-07-13
"45 - 49",7,6,578,65,656,2021-07-13
"50 - 54",13,12,993,141,1159,2021-07-13
"55 - 59",17,8,1369,250,1644,2021-07-13
"60 - 64",8,12,1480,452,1952,2021-07-13
"65 - 69",11,16,1480,717,2224,2021-07-13
"70 - 74",12,16,1315,991,2334,2021-07-13
"75 - 79",8,2,653,684,1347,2021-07-13
"80 - 84",0,1,139,228,368,2021-07-13
"85 - 89",0,0,17,37,54,2021-07-13
">90",0,0,4,2,6,2021-07-13
