"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",5,1,1,1,8,2020-05-07
"20 - 24",3,2,5,0,10,2020-05-07
"25 - 29",4,2,7,2,15,2020-05-07
"30 - 34",8,7,15,1,31,2020-05-07
"35 - 39",15,3,16,3,37,2020-05-07
"40 - 44",20,8,25,3,56,2020-05-07
"45 - 49",32,28,73,18,151,2020-05-07
"50 - 54",76,47,94,19,236,2020-05-07
"55 - 59",98,68,123,64,353,2020-05-07
"60 - 64",129,106,127,83,445,2020-05-07
"65 - 69",102,107,134,152,495,2020-05-07
"70 - 74",102,117,126,198,543,2020-05-07
"75 - 79",57,44,59,151,311,2020-05-07
"80 - 84",11,7,6,38,62,2020-05-07
"85 - 89",3,0,1,7,11,2020-05-07
">90",1,0,1,0,2,2020-05-07
