"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,9,1,13,2021-01-09
"20 - 24",3,0,22,0,25,2021-01-09
"25 - 29",2,1,40,2,45,2021-01-09
"30 - 34",2,5,74,3,84,2021-01-09
"35 - 39",8,5,74,9,96,2021-01-09
"40 - 44",7,6,115,12,140,2021-01-09
"45 - 49",25,24,258,34,341,2021-01-09
"50 - 54",30,52,424,70,576,2021-01-09
"55 - 59",53,82,584,125,844,2021-01-09
"60 - 64",59,117,661,237,1074,2021-01-09
"65 - 69",70,140,614,365,1189,2021-01-09
"70 - 74",62,172,625,522,1381,2021-01-09
"75 - 79",46,80,319,412,857,2021-01-09
"80 - 84",8,10,82,156,256,2021-01-09
"85 - 89",1,1,11,28,41,2021-01-09
">90",0,0,2,2,4,2021-01-09
