"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,10,1,11,2020-07-21
"20 - 24",3,1,7,0,11,2020-07-21
"25 - 29",2,0,14,2,18,2020-07-21
"30 - 34",0,1,32,3,36,2020-07-21
"35 - 39",1,2,34,6,43,2020-07-21
"40 - 44",2,1,52,5,60,2020-07-21
"45 - 49",7,0,135,19,161,2020-07-21
"50 - 54",12,2,215,23,252,2020-07-21
"55 - 59",15,4,284,76,379,2020-07-21
"60 - 64",21,4,325,100,450,2020-07-21
"65 - 69",11,5,310,183,509,2020-07-21
"70 - 74",15,7,303,230,555,2020-07-21
"75 - 79",11,6,140,164,321,2020-07-21
"80 - 84",2,0,19,44,65,2020-07-21
"85 - 89",1,0,4,10,15,2020-07-21
">90",0,0,0,0,0,2020-07-21
