"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,18,3,21,2021-05-09
"20 - 24",2,2,37,0,41,2021-05-09
"25 - 29",3,3,77,5,88,2021-05-09
"30 - 34",11,9,136,4,160,2021-05-09
"35 - 39",19,10,155,13,197,2021-05-09
"40 - 44",21,19,237,22,299,2021-05-09
"45 - 49",39,38,467,53,597,2021-05-09
"50 - 54",45,68,815,124,1052,2021-05-09
"55 - 59",83,106,1105,215,1509,2021-05-09
"60 - 64",85,114,1253,412,1864,2021-05-09
"65 - 69",96,169,1228,630,2123,2021-05-09
"70 - 74",98,163,1093,895,2249,2021-05-09
"75 - 79",35,55,579,635,1304,2021-05-09
"80 - 84",6,2,130,220,358,2021-05-09
"85 - 89",1,0,16,35,52,2021-05-09
">90",0,0,4,2,6,2021-05-09
