"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,9,1,10,2020-06-09
"20 - 24",2,2,7,0,11,2020-06-09
"25 - 29",4,1,10,2,17,2020-06-09
"30 - 34",9,0,23,3,35,2020-06-09
"35 - 39",8,1,26,6,41,2020-06-09
"40 - 44",6,4,44,3,57,2020-06-09
"45 - 49",17,5,119,20,161,2020-06-09
"50 - 54",46,10,173,24,253,2020-06-09
"55 - 59",50,16,233,74,373,2020-06-09
"60 - 64",73,18,262,98,451,2020-06-09
"65 - 69",54,25,252,175,506,2020-06-09
"70 - 74",57,31,244,221,553,2020-06-09
"75 - 79",37,14,107,161,319,2020-06-09
"80 - 84",4,2,16,42,64,2020-06-09
"85 - 89",2,0,4,8,14,2020-06-09
">90",0,0,0,0,0,2020-06-09
