"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,8,1,10,2020-08-07
"20 - 24",2,1,8,0,11,2020-08-07
"25 - 29",0,1,16,2,19,2020-08-07
"30 - 34",1,1,33,3,38,2020-08-07
"35 - 39",2,0,33,6,41,2020-08-07
"40 - 44",1,2,55,5,63,2020-08-07
"45 - 49",5,3,136,18,162,2020-08-07
"50 - 54",8,2,219,23,252,2020-08-07
"55 - 59",10,3,292,74,379,2020-08-07
"60 - 64",15,5,332,100,452,2020-08-07
"65 - 69",11,6,312,184,513,2020-08-07
"70 - 74",14,6,306,231,557,2020-08-07
"75 - 79",9,4,144,165,322,2020-08-07
"80 - 84",3,3,19,45,70,2020-08-07
"85 - 89",1,0,4,10,15,2020-08-07
">90",0,0,0,0,0,2020-08-07
